duration,duration_seconds,start_time,start_station,start_terminal,end_time,end_station,end_terminal,bike_number,rider_type,id
0h 10m 34sec.,634.0,2012-01-01 23:01:00,19th & L St NW,31224.0,2012-01-01 23:12:00,17th & Corcoran St NW,31214.0,W01234,Registered,2267
0h 9m 43sec.,583.0,2012-01-01 23:04:00,Columbus Circle / Union Station,31623.0,2012-01-01 23:14:00,14th & D St SE,31607.0,W00707,Registered,2268
0h 4m 24sec.,264.0,2012-01-01 23:12:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 23:16:00,Thomas Circle,31241.0,W00117,Registered,2269
0h 8m 15sec.,495.0,2012-01-01 23:17:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,2012-01-01 23:25:00,5th St & K St NW,31600.0,W00975,Registered,2270
0h 12m 54sec.,774.0,2012-01-01 23:19:00,McPherson Square - 14th & H St NW,31216.0,2012-01-01 23:32:00,Florida Ave & R St NW,31503.0,W01205,Registered,2271
0h 4m 42sec.,282.0,2012-01-01 23:23:00,14th St & Spring Rd NW,31401.0,2012-01-01 23:28:00,Park Rd & Holmead Pl NW,31602.0,W00231,Registered,2272
0h 9m 40sec.,580.0,2012-01-01 23:33:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 23:43:00,14th & V St NW,31101.0,W01343,Registered,2273
0h 9m 32sec.,572.0,2012-01-01 23:33:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 23:43:00,14th & V St NW,31101.0,W00856,Registered,2274
0h 8m 1sec.,481.0,2012-01-01 23:36:00,14th St Heights / 14th & Crittenden St NW,31402.0,2012-01-01 23:44:00,Park Rd & Holmead Pl NW,31602.0,W00731,Casual,2275
0h 8m 52sec.,532.0,2012-01-01 23:37:00,17th & Corcoran St NW,31214.0,2012-01-01 23:46:00,M St & Pennsylvania Ave NW,31246.0,W00987,Registered,2276
0h 21m 9sec.,1269.0,2012-01-01 23:39:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 00:00:00,18th & M St NW,31221.0,W00040,Registered,2277
0h 5m 55sec.,355.0,2012-01-01 23:40:00,23rd & Eads,31013.0,2012-01-01 23:46:00,15th & Crystal Dr,31003.0,W01342,Registered,2278
0h 15m 3sec.,903.0,2012-01-01 23:43:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 23:58:00,Lamont & Mt Pleasant NW,31107.0,W01174,Registered,2279
0h 17m 51sec.,1071.0,2012-01-01 23:44:00,4th & M St SW,31108.0,2012-01-02 00:01:00,Bladensburg Rd & Benning Rd NE,31617.0,W00673,Registered,2280
0h 8m 41sec.,521.0,2012-01-01 23:44:00,14th & G St NW,31238.0,2012-01-01 23:52:00,North Capitol St & F St NW,31624.0,W00693,Registered,2281
0h 12m 8sec.,728.0,2012-01-01 23:46:00,L'Enfant Plaza / 7th & C St SW,31218.0,2012-01-01 23:58:00,7th & T St NW,31109.0,W00219,Registered,2282
0h 6m 10sec.,370.0,2012-01-01 23:47:00,13th St & New York Ave NW,31227.0,2012-01-01 23:54:00,L'Enfant Plaza / 7th & C St SW,31218.0,W01397,Registered,2283
0h 11m 42sec.,702.0,2012-01-01 23:49:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-02 00:00:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015.0,W00524,Casual,2284
0h 3m 5sec.,185.0,2012-01-01 23:50:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 23:53:00,17th & Corcoran St NW,31214.0,W00770,Registered,2285
0h 8m 8sec.,488.0,2012-01-01 23:50:00,M St & Pennsylvania Ave NW,31246.0,2012-01-01 23:58:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01291,Registered,2286
0h 7m 47sec.,467.0,2012-01-01 23:52:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 00:00:00,18th & M St NW,31221.0,W01260,Registered,2287
0h 5m 41sec.,341.0,2012-01-01 23:52:00,14th & Harvard St NW,31105.0,2012-01-01 23:58:00,15th & P St NW,31201.0,W01087,Registered,2288
0h 17m 7sec.,1027.0,2012-01-01 23:54:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-02 00:11:00,C & O Canal & Wisconsin Ave NW,31225.0,W01158,Registered,2289
0h 14m 55sec.,895.0,2012-01-01 23:56:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 00:11:00,11th & Kenyon St NW,31102.0,w00765,Registered,2290
0h 28m 1sec.,1681.0,2012-01-01 23:56:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 00:24:00,14th & Rhode Island Ave NW,31203.0,W01467,Registered,2291
0h 5m 57sec.,357.0,2012-01-01 23:56:00,Thomas Circle,31241.0,2012-01-02 00:02:00,14th & V St NW,31101.0,W01365,Registered,2292
0h 9m 19sec.,559.0,2012-01-01 23:56:00,New York Ave & 15th St NW,31222.0,2012-01-02 00:06:00,14th & V St NW,31101.0,W00666,Casual,2293
0h 6m 48sec.,408.0,2012-01-01 23:57:00,14th & Harvard St NW,31105.0,2012-01-02 00:04:00,California St & Florida Ave NW,31116.0,W00573,Registered,2294
0h 10m 54sec.,654.0,2012-01-02 00:00:00,M St & Pennsylvania Ave NW,31246.0,2012-01-02 00:11:00,34th St & Wisconsin Ave NW,31226.0,W00987,Registered,2295
0h 36m 9sec.,2169.0,2012-01-02 00:04:00,8th & H St NW,31228.0,2012-01-02 00:40:00,M St & New Jersey Ave SE,31208.0,W00713,Casual,2296
0h 35m 56sec.,2156.0,2012-01-02 00:04:00,8th & H St NW,31228.0,2012-01-02 00:40:00,M St & New Jersey Ave SE,31208.0,W01033,Registered,2297
0h 2m 8sec.,128.0,2012-01-02 00:05:00,4th & M St SW,31108.0,2012-01-02 00:07:00,7th & Water St SW / SW Waterfront,31609.0,W01153,Registered,2298
0h 18m 20sec.,1100.0,2012-01-02 00:05:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-02 00:23:00,13th & H St NE,31611.0,W00833,Casual,2299
0h 6m 35sec.,395.0,2012-01-02 00:06:00,10th & U St NW,31111.0,2012-01-02 00:12:00,California St & Florida Ave NW,31116.0,W01013,Registered,2300
0h 0m 7sec.,7.0,2012-01-02 00:09:00,8th & H St NW,31228.0,2012-01-02 00:09:00,8th & H St NW,31228.0,W00269,Registered,2301
0h 5m 8sec.,308.0,2012-01-02 00:11:00,Thomas Circle,31241.0,2012-01-02 00:16:00,14th & V St NW,31101.0,W00117,Registered,2302
0h 7m 5sec.,425.0,2012-01-02 00:11:00,34th St & Wisconsin Ave NW,31226.0,2012-01-02 00:19:00,36th & Calvert St NW / Glover Park,31304.0,W00987,Registered,2303
0h 2m 51sec.,171.0,2012-01-02 00:12:00,16th & Harvard St NW,31103.0,2012-01-02 00:15:00,Adams Mill & Columbia Rd NW,31104.0,W01185,Registered,2304
0h 12m 11sec.,731.0,2012-01-02 00:16:00,1st & M St NE,31603.0,2012-01-02 00:28:00,7th & T St NW,31109.0,W01351,Registered,2305
0h 22m 27sec.,1347.0,2012-01-02 00:16:00,19th & East Capitol St SE,31601.0,2012-01-02 00:38:00,4th St & Massachusetts Ave NW,31604.0,W01268,Casual,2306
0h 22m 10sec.,1330.0,2012-01-02 00:16:00,19th & East Capitol St SE,31601.0,2012-01-02 00:38:00,4th St & Massachusetts Ave NW,31604.0,W00558,Casual,2307
0h 17m 12sec.,1032.0,2012-01-02 00:17:00,17th & Corcoran St NW,31214.0,2012-01-02 00:34:00,14th St & Spring Rd NW,31401.0,W01234,Registered,2308
0h 14m 10sec.,850.0,2012-01-02 00:17:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 00:32:00,Thomas Circle,31241.0,W01291,Casual,2309
0h 13m 36sec.,816.0,2012-01-02 00:18:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 00:32:00,Thomas Circle,31241.0,W00388,Casual,2310
0h 7m 16sec.,436.0,2012-01-02 00:21:00,17th & Corcoran St NW,31214.0,2012-01-02 00:29:00,7th & R St NW / Shaw Library,31245.0,W00798,Registered,2311
0h 7m 19sec.,439.0,2012-01-02 00:21:00,17th & Corcoran St NW,31214.0,2012-01-02 00:29:00,7th & R St NW / Shaw Library,31245.0,W00273,Registered,2312
0h 3m 27sec.,207.0,2012-01-02 00:22:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-02 00:25:00,Potomac & Pennsylvania Ave SE,31606.0,W01068,Registered,2313
0h 6m 27sec.,387.0,2012-01-02 00:22:00,14th & V St NW,31101.0,2012-01-02 00:28:00,11th & Kenyon St NW,31102.0,W00117,Registered,2314
0h 17m 33sec.,1053.0,2012-01-02 00:23:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 00:41:00,14th & Harvard St NW,31105.0,W00603,Casual,2315
0h 8m 46sec.,526.0,2012-01-02 00:24:00,8th & H St NW,31228.0,2012-01-02 00:32:00,17th & Corcoran St NW,31214.0,W00269,Registered,2316
0h 6m 12sec.,372.0,2012-01-02 00:24:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-02 00:30:00,Wisconsin Ave & Macomb St NW,31302.0,W00029,Registered,2317
0h 17m 50sec.,1070.0,2012-01-02 00:27:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 00:45:00,36th & Calvert St NW / Glover Park,31304.0,W01133,Registered,2318
0h 9m 27sec.,567.0,2012-01-02 00:27:00,10th & U St NW,31111.0,2012-01-02 00:36:00,Park Rd & Holmead Pl NW,31602.0,W00877,Registered,2319
0h 9m 8sec.,548.0,2012-01-02 00:27:00,10th & U St NW,31111.0,2012-01-02 00:37:00,Park Rd & Holmead Pl NW,31602.0,W00106,Casual,2320
0h 4m 40sec.,280.0,2012-01-02 00:29:00,6th & H St NE,31615.0,2012-01-02 00:34:00,4th & East Capitol St NE,31618.0,W00456,Registered,2321
0h 6m 5sec.,365.0,2012-01-02 00:30:00,8th & H St NW,31228.0,2012-01-02 00:36:00,Thomas Circle,31241.0,W01208,Registered,2322
0h 11m 12sec.,672.0,2012-01-02 00:30:00,15th & P St NW,31201.0,2012-01-02 00:41:00,16th & Harvard St NW,31103.0,W00571,Registered,2323
0h 4m 50sec.,290.0,2012-01-02 00:30:00,Columbus Circle / Union Station,31623.0,2012-01-02 00:35:00,1st & M St NE,31603.0,W00598,Registered,2324
0h 5m 2sec.,302.0,2012-01-02 00:35:00,Columbus Circle / Union Station,31623.0,2012-01-02 00:40:00,6th & H St NE,31615.0,W00241,Registered,2325
0h 3m 53sec.,233.0,2012-01-02 00:36:00,Columbus Circle / Union Station,31623.0,2012-01-02 00:40:00,6th & H St NE,31615.0,W01333,Registered,2326
0h 21m 34sec.,1294.0,2012-01-02 00:38:00,8th & H St NW,31228.0,2012-01-02 01:00:00,16th & U St NW,31229.0,W01025,Registered,2327
0h 11m 22sec.,682.0,2012-01-02 00:40:00,16th & Harvard St NW,31103.0,2012-01-02 00:51:00,1st & Rhode Island Ave NW,31506.0,W00454,Registered,2328
0h 14m 54sec.,894.0,2012-01-02 00:42:00,C & O Canal & Wisconsin Ave NW,31225.0,2012-01-02 00:57:00,10th & U St NW,31111.0,W01158,Registered,2329
0h 2m 43sec.,163.0,2012-01-02 00:47:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-02 00:49:00,14th & D St SE,31607.0,W01187,Registered,2330
0h 4m 14sec.,254.0,2012-01-02 00:49:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-02 00:54:00,4th & East Capitol St NE,31618.0,W00302,Registered,2331
0h 11m 58sec.,718.0,2012-01-02 00:50:00,16th & Harvard St NW,31103.0,2012-01-02 01:02:00,Thomas Circle,31241.0,W00806,Registered,2332
0h 4m 59sec.,299.0,2012-01-02 00:52:00,10th & U St NW,31111.0,2012-01-02 00:57:00,15th & P St NW,31201.0,W01047,Registered,2333
0h 8m 4sec.,484.0,2012-01-02 01:05:00,17th & Corcoran St NW,31214.0,2012-01-02 01:13:00,10th & U St NW,31111.0,W00269,Registered,2334
0h 27m 23sec.,1643.0,2012-01-02 01:08:00,C & O Canal & Wisconsin Ave NW,31225.0,2012-01-02 01:36:00,16th & U St NW,31229.0,W00401,Casual,2335
0h 7m 48sec.,468.0,2012-01-02 01:12:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 01:20:00,21st & M St NW,31212.0,W00287,Registered,2336
0h 7m 51sec.,471.0,2012-01-02 01:12:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 01:20:00,21st & M St NW,31212.0,W01185,Registered,2337
0h 11m 55sec.,715.0,2012-01-02 01:12:00,5th St & K St NW,31600.0,2012-01-02 01:24:00,20th St & Florida Ave NW,31110.0,W00975,Registered,2338
0h 7m 52sec.,472.0,2012-01-02 01:14:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 01:22:00,14th & R St NW,31202.0,W00129,Registered,2339
0h 7m 43sec.,463.0,2012-01-02 01:14:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 01:22:00,14th & R St NW,31202.0,W01310,Registered,2340
0h 5m 5sec.,305.0,2012-01-02 01:30:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 01:35:00,14th & V St NW,31101.0,W00731,Registered,2341
0h 6m 42sec.,402.0,2012-01-02 01:35:00,10th & U St NW,31111.0,2012-01-02 01:41:00,Florida Ave & R St NW,31503.0,W00529,Registered,2342
0h 11m 47sec.,707.0,2012-01-02 01:40:00,13th & D St NE,31622.0,2012-01-02 01:52:00,5th St & K St NW,31600.0,W00797,Registered,2343
0h 10m 0sec.,600.0,2012-01-02 01:40:00,8th & H St NW,31228.0,2012-01-02 01:50:00,21st & M St NW,31212.0,W00125,Registered,2344
0h 5m 28sec.,328.0,2012-01-02 01:59:00,15th & P St NW,31201.0,2012-01-02 02:04:00,10th & U St NW,31111.0,W01301,Registered,2345
0h 1m 12sec.,72.0,2012-01-02 02:03:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 02:05:00,Adams Mill & Columbia Rd NW,31104.0,W01250,Registered,2346
0h 11m 29sec.,689.0,2012-01-02 02:04:00,C & O Canal & Wisconsin Ave NW,31225.0,2012-01-02 02:15:00,17th & Corcoran St NW,31214.0,W01052,Casual,2347
0h 21m 58sec.,1318.0,2012-01-02 02:05:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 02:27:00,16th & Harvard St NW,31103.0,W00326,Registered,2348
0h 4m 30sec.,270.0,2012-01-02 02:21:00,17th & Corcoran St NW,31214.0,2012-01-02 02:26:00,14th & V St NW,31101.0,W01052,Registered,2349
0h 16m 12sec.,972.0,2012-01-02 02:31:00,18th & M St NW,31221.0,2012-01-02 02:47:00,Adams Mill & Columbia Rd NW,31104.0,W01260,Registered,2350
0h 16m 16sec.,976.0,2012-01-02 02:31:00,18th & M St NW,31221.0,2012-01-02 02:47:00,Adams Mill & Columbia Rd NW,31104.0,W00040,Registered,2351
0h 9m 42sec.,582.0,2012-01-02 02:59:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 03:08:00,Park Rd & Holmead Pl NW,31602.0,W00358,Registered,2352
0h 11m 27sec.,687.0,2012-01-02 04:37:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 04:49:00,C & O Canal & Wisconsin Ave NW,31225.0,W00215,Registered,2353
0h 11m 17sec.,677.0,2012-01-02 04:38:00,California St & Florida Ave NW,31116.0,2012-01-02 04:49:00,White House [17th & State Pl NW],31210.0,W01180,Registered,2354
0h 14m 44sec.,884.0,2012-01-02 04:41:00,21st & I St NW,31205.0,2012-01-02 04:56:00,Columbus Circle / Union Station,31623.0,W01238,Registered,2355
0h 0m 6sec.,6.0,2012-01-02 04:56:00,Columbus Circle / Union Station,31623.0,2012-01-02 04:56:00,Columbus Circle / Union Station,31623.0,W01238,Registered,2356
0h 7m 54sec.,474.0,2012-01-02 05:09:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-02 05:17:00,Lamont & Mt Pleasant NW,31107.0,W01003,Registered,2357
0h 7m 41sec.,461.0,2012-01-02 05:09:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-02 05:17:00,Lamont & Mt Pleasant NW,31107.0,W00270,Casual,2358
0h 19m 2sec.,1142.0,2012-01-02 05:14:00,Florida Ave & R St NW,31503.0,2012-01-02 05:33:00,US Dept of State / Virginia Ave & 21st St NW,31220.0,W01460,Registered,2359
0h 3m 37sec.,217.0,2012-01-02 05:53:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-02 05:56:00,14th & D St SE,31607.0,W01041,Registered,2360
0h 6m 53sec.,413.0,2012-01-02 06:03:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 06:10:00,14th & Harvard St NW,31105.0,W01373,Registered,2361
0h 3m 12sec.,192.0,2012-01-02 06:21:00,4th & East Capitol St NE,31618.0,2012-01-02 06:24:00,3rd & G St SE,31625.0,W00007,Registered,2362
0h 14m 26sec.,866.0,2012-01-02 06:23:00,Florida Ave & R St NW,31503.0,2012-01-02 06:38:00,20th St & Florida Ave NW,31110.0,W00504,Registered,2363
0h 1m 56sec.,116.0,2012-01-02 06:26:00,Columbia Rd & Belmont St NW,31113.0,2012-01-02 06:28:00,California St & Florida Ave NW,31116.0,W00647,Registered,2364
0h 12m 3sec.,723.0,2012-01-02 06:28:00,Wisconsin Ave & Macomb St NW,31302.0,2012-01-02 06:40:00,Ward Circle / American University,31301.0,W00029,Registered,2365
0h 8m 58sec.,538.0,2012-01-02 06:30:00,7th & T St NW,31109.0,2012-01-02 06:39:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00219,Registered,2366
0h 2m 29sec.,149.0,2012-01-02 06:31:00,5th St & K St NW,31600.0,2012-01-02 06:34:00,5th & F St NW,31620.0,W01123,Registered,2367
0h 8m 7sec.,487.0,2012-01-02 06:38:00,Georgia Ave and Fairmont St NW,31207.0,2012-01-02 06:46:00,8th & H St NW,31228.0,W01215,Registered,2368
0h 9m 32sec.,572.0,2012-01-02 06:43:00,Lamont & Mt Pleasant NW,31107.0,2012-01-02 06:53:00,15th & P St NW,31201.0,W00629,Registered,2369
0h 9m 16sec.,556.0,2012-01-02 06:44:00,Lamont & Mt Pleasant NW,31107.0,2012-01-02 06:53:00,15th & P St NW,31201.0,W01003,Registered,2370
0h 5m 18sec.,318.0,2012-01-02 06:46:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 06:51:00,16th & U St NW,31229.0,W00362,Registered,2371
0h 8m 58sec.,538.0,2012-01-02 06:50:00,7th & R St NW / Shaw Library,31245.0,2012-01-02 06:59:00,17th & K St NW [formerly 17th & L St NW],31213.0,W00474,Registered,2372
0h 8m 59sec.,539.0,2012-01-02 06:53:00,5th St & K St NW,31600.0,2012-01-02 07:02:00,19th & L St NW,31224.0,W00797,Registered,2373
0h 9m 0sec.,540.0,2012-01-02 06:57:00,3rd & H St NE,31616.0,2012-01-02 07:06:00,7th & F St NW / National Portrait Gallery,31232.0,W00451,Registered,2374
0h 11m 14sec.,674.0,2012-01-02 07:10:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015.0,2012-01-02 07:22:00,34th St & Wisconsin Ave NW,31226.0,W00524,Registered,2375
0h 4m 31sec.,271.0,2012-01-02 07:11:00,16th & Harvard St NW,31103.0,2012-01-02 07:16:00,Calvert St & Woodley Pl NW,31106.0,W00632,Registered,2376
0h 7m 2sec.,422.0,2012-01-02 07:29:00,14th & R St NW,31202.0,2012-01-02 07:36:00,17th & K St NW [formerly 17th & L St NW],31213.0,W00129,Registered,2377
0h 16m 58sec.,1018.0,2012-01-02 07:37:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-02 07:54:00,5th St & K St NW,31600.0,W01292,Registered,2378
0h 10m 28sec.,628.0,2012-01-02 07:38:00,16th & U St NW,31229.0,2012-01-02 07:49:00,14th & G St NW,31238.0,W00174,Registered,2379
0h 5m 34sec.,334.0,2012-01-02 07:44:00,14th & Harvard St NW,31105.0,2012-01-02 07:49:00,14th & Rhode Island Ave NW,31203.0,W01373,Registered,2380
0h 8m 18sec.,498.0,2012-01-02 07:50:00,Calvert St & Woodley Pl NW,31106.0,2012-01-02 07:58:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00632,Registered,2381
0h 9m 24sec.,564.0,2012-01-02 07:50:00,19th & L St NW,31224.0,2012-01-02 07:59:00,5th St & K St NW,31600.0,W00797,Registered,2382
0h 10m 20sec.,620.0,2012-01-02 07:52:00,20th St & Florida Ave NW,31110.0,2012-01-02 08:03:00,C & O Canal & Wisconsin Ave NW,31225.0,W00425,Registered,2383
0h 20m 32sec.,1232.0,2012-01-02 07:54:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-02 08:15:00,Potomac & Pennsylvania Ave SE,31606.0,W00433,Registered,2384
0h 7m 43sec.,463.0,2012-01-02 07:56:00,1st & Rhode Island Ave NW,31506.0,2012-01-02 08:04:00,North Capitol St & F St NW,31624.0,W01417,Registered,2385
0h 7m 38sec.,458.0,2012-01-02 07:57:00,3rd & G St SE,31625.0,2012-01-02 08:04:00,4th & East Capitol St NE,31618.0,W00007,Registered,2386
0h 12m 13sec.,733.0,2012-01-02 07:58:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 08:10:00,21st & I St NW,31205.0,W00049,Registered,2387
0h 20m 4sec.,1204.0,2012-01-02 07:58:00,15th & Crystal Dr,31003.0,2012-01-02 08:18:00,14th & D St NW / Ronald Reagan Building,31231.0,W00311,Registered,2388
0h 4m 29sec.,269.0,2012-01-02 07:59:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-02 08:03:00,11th & Kenyon St NW,31102.0,W00471,Registered,2389
0h 14m 10sec.,850.0,2012-01-02 07:59:00,4th St & Rhode Island Ave NE,31500.0,2012-01-02 08:13:00,7th & F St NW / National Portrait Gallery,31232.0,W00997,Registered,2390
0h 7m 25sec.,445.0,2012-01-02 08:08:00,16th & Harvard St NW,31103.0,2012-01-02 08:15:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01084,Registered,2391
0h 16m 30sec.,990.0,2012-01-02 08:08:00,13th & H St NE,31611.0,2012-01-02 08:25:00,18th & M St NW,31221.0,W00244,Registered,2392
0h 1m 13sec.,73.0,2012-01-02 08:10:00,Wilson Blvd & N Edgewood St,31019.0,2012-01-02 08:11:00,Wilson Blvd & Franklin Rd,31020.0,W00511,Registered,2393
0h 11m 28sec.,688.0,2012-01-02 08:11:00,5th St & K St NW,31600.0,2012-01-02 08:22:00,17th & Corcoran St NW,31214.0,W01292,Registered,2394
0h 6m 4sec.,364.0,2012-01-02 08:11:00,18th & M St NW,31221.0,2012-01-02 08:17:00,New York Ave & 15th St NW,31222.0,W00580,Registered,2395
0h 6m 48sec.,408.0,2012-01-02 08:12:00,Columbus Circle / Union Station,31623.0,2012-01-02 08:19:00,5th & F St NW,31620.0,W00813,Registered,2396
0h 6m 26sec.,386.0,2012-01-02 08:12:00,Columbus Circle / Union Station,31623.0,2012-01-02 08:19:00,5th & F St NW,31620.0,W01262,Registered,2397
0h 12m 47sec.,767.0,2012-01-02 08:13:00,Florida Ave & R St NW,31503.0,2012-01-02 08:26:00,19th & L St NW,31224.0,W01114,Registered,2398
0h 6m 40sec.,400.0,2012-01-02 08:14:00,Thomas Circle,31241.0,2012-01-02 08:21:00,14th & D St NW / Ronald Reagan Building,31231.0,W00076,Registered,2399
0h 16m 1sec.,961.0,2012-01-02 08:15:00,Lamont & Mt Pleasant NW,31107.0,2012-01-02 08:31:00,Lamont & Mt Pleasant NW,31107.0,W00536,Registered,2400
0h 9m 47sec.,587.0,2012-01-02 08:19:00,16th & U St NW,31229.0,2012-01-02 08:29:00,21st & M St NW,31212.0,W00815,Registered,2401
0h 23m 22sec.,1402.0,2012-01-02 08:20:00,Columbia Rd & Belmont St NW,31113.0,2012-01-02 08:43:00,Ward Circle / American University,31301.0,W00677,Registered,2402
0h 9m 52sec.,592.0,2012-01-02 08:20:00,14th & V St NW,31101.0,2012-01-02 08:30:00,21st & M St NW,31212.0,W01343,Registered,2403
0h 2m 52sec.,172.0,2012-01-02 08:21:00,17th & Corcoran St NW,31214.0,2012-01-02 08:24:00,16th & U St NW,31229.0,W00352,Registered,2404
0h 18m 23sec.,1103.0,2012-01-02 08:21:00,Columbia Rd & Georgia Ave NW,31115.0,2012-01-02 08:40:00,19th St & Constitution Ave NW,31235.0,W01173,Registered,2405
0h 15m 43sec.,943.0,2012-01-02 08:22:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-02 08:38:00,36th & Calvert St NW / Glover Park,31304.0,W00267,Registered,2406
0h 10m 28sec.,628.0,2012-01-02 08:22:00,Florida Ave & R St NW,31503.0,2012-01-02 08:33:00,5th & F St NW,31620.0,W01205,Registered,2407
0h 4m 49sec.,289.0,2012-01-02 08:24:00,Convention Center / 7th & M St NW,31223.0,2012-01-02 08:29:00,14th & Rhode Island Ave NW,31203.0,W00488,Registered,2408
0h 12m 33sec.,753.0,2012-01-02 08:28:00,Columbus Circle / Union Station,31623.0,2012-01-02 08:40:00,17th & K St NW / Farragut Square,31233.0,W01238,Registered,2409
0h 2m 39sec.,159.0,2012-01-02 08:30:00,Thomas Circle,31241.0,2012-01-02 08:32:00,McPherson Square - 14th & H St NW,31216.0,W00388,Registered,2410
0h 1m 33sec.,93.0,2012-01-02 08:30:00,14th & G St NW,31238.0,2012-01-02 08:32:00,Metro Center / 12th & G St NW,31230.0,W00100,Registered,2411
0h 17m 47sec.,1067.0,2012-01-02 08:30:00,13th St & New York Ave NW,31227.0,2012-01-02 08:48:00,4th & East Capitol St NE,31618.0,W00346,Casual,2412
0h 7m 37sec.,457.0,2012-01-02 08:33:00,6th & H St NE,31615.0,2012-01-02 08:40:00,3rd & D St SE,31605.0,W00241,Registered,2413
0h 4m 21sec.,261.0,2012-01-02 08:34:00,15th & Hayes St,31005.0,2012-01-02 08:38:00,20th & Crystal Dr,31002.0,W01312,Registered,2414
